landingFacilityType|locationIdentifier|stateCode|cityName|officialFacilityName|elevation|land_area|refPtLatitude|refPtLongitude
SEAPLANE BASE|AL58|AL|SPANISH FORT|LOWER DELTA|0|11|30.6754758333333|-87.9598711111111
AIRPORT|7AL2|AL|STEELE|PETERSON FIELD|600|1|33.8648208333333|-86.3108358333333
AIRPORT|7A6|AL|STEVENSON|STEVENSON|644|86|34.8862763888889|-85.8032888888889
SEAPLANE BASE|HL2|AL|STOCKTON|HUBBARD LANDING|8||31.0636111111111|-87.87
AIRPORT|AL69|AL|SEMINOLE|VAUGHN|30|17|30.5085286111111|-87.4916475
AIRPORT|4AL6|AL|SUMMERDALE|BONNER FIELD|105|7|30.4668625|-87.6833197222222
AIRPORT|NFD|AL|SUMMERDALE|SUMMERDALE NOLF|149||30.507695|-87.6455411111111
AIRPORT|SCD|AL|SYLACAUGA|MERKEL FIELD SYLACAUGA MUNI|568.9|243|33.1718333333333|-86.3055277777778
SEAPLANE BASE|46AL|AL|SYLACAUGA|"SLY PIG'S BASE"|396||33.1983333333333|-86.475
AIRPORT|8AL2|AL|TALLADEGA|CHARLES C KILLOUGH FIELD|443|6|33.355426|-86.262135
AIRPORT|ASN|AL|TALLADEGA|TALLADEGA MUNI|528.8|1029|33.5695041666667|-86.0512013888889
HELIPORT|AL83|AL|TALLASSEE|COMMUNITY HOSPITAL|400|1|32.5334527777778|-85.9117138888889
HELIPORT|5AL2|AL|THEODORE|MIDSTREAM FUEL SERVICE|0|13|30.5265830555556|-88.0988877777778
HELIPORT|AL48|AL|THOMASVILLE|SOUTHWEST ALABAMA MEDICAL CENTER|265||31.9307077777778|-87.7375038888889
AIRPORT|3AL7|AL|THOMASTON|FLOWERS FIELD|280||32.285|-87.52
AIRPORT|TOI|AL|TROY|TROY MUNI AT N KENNETH CAMPBELL FIELD|397.2|501|31.86|-86.0138888888889
AIRPORT|AL77|AL|TROY|SMART ROAD|425||31.7405555555556|-86.0070277777778
AIRPORT|TCL|AL|TUSCALOOSA|TUSCALOOSA RGNL|169.9|724|33.2206275277778|-87.6114015
HELIPORT|AL26|AL|TUSCALOOSA|BRYANT CULBERSON|283||33.2059516666667|-87.5277833333333
HELIPORT|3AL3|AL|TUSCALOOSA|TUSCALOOSA POLICE DEPARTMENT|160||33.1740555555556|-87.5570555555556
HELIPORT|9AL2|AL|TUSCALOOSA|HOLT DAM|250||33.2567111111111|-87.4504916666667
HELIPORT|6AL4|AL|TUSCUMBIA|AIR EVAC 16|512||34.6717138888889|-87.6328138888889
AIRPORT|06A|AL|TUSKEGEE|MOTON FIELD MUNI|264|275|32.4604722222222|-85.6800277777778
AIRPORT|27AL|AL|TUSKEGEE|LITTLE TEXAS|500|15|32.4535277777778|-85.5581555555556
AIRPORT|07A|AL|UNION SPRINGS|FRANKLIN FIELD|300|50|32.1662030555556|-85.8097763888889
HELIPORT|AL07|AL|VALLEY|EAMC-LANIER|570||32.829542|-85.168723
AIRPORT|M55|AL|VERNON|LAMAR COUNTY|463|75|33.8467188888889|-88.1154758333333
HELIPORT|7AL0|AL|VINCENT|LOGAN MARTIN DAM|485||33.4272583333333|-86.3408388888889
HELIPORT|4AL1|AL|WEDOWEE|TANNER EAST ALABAMA|970||33.2944444444444|-85.4802777777778
AIRPORT|08A|AL|WETUMPKA|WETUMPKA MUNI|197.1|312|32.5273333333333|-86.3310277777778
AIRPORT|2AL3|AL|WETUMPKA|EMERALD MOUNTAIN|365||32.4554141666667|-86.1191666666667
AIRPORT|AL94|AL|WILMER|EVANS FIELD|212||30.8126877777778|-88.3772341666667
AIRPORT|AL17|AL|WILSONVILLE|LAZY EIGHT AIRPARK LLC|450|10|33.2340030555556|-86.5130366666667
HELIPORT|34AL|AL|WILSONVILLE|GASTON STEAM PLANT|461||33.2465333333333|-86.4691333333333
AIRPORT|AL54|AL|WINFIELD|BIRD NEST|420|5|33.8633333333333|-87.8452777777778
AIRPORT|4AL5|AL|WOODVILLE|J5 MIKE|680||34.6663472222222|-86.2222861111111
HELIPORT|8AL8|AL|WOODLAND|WOODLAND CLINIC|1119||33.3730388888889|-85.3967833333333
HELIPORT|99AL|AL|WOODLAND|MORRISON CROSSROADS VOL FIRE DEPT|1113||33.4271111111111|-85.4934361111111
HELIPORT|18AL|AL|FORT RUCKER/LOUISVILLE|LOUISVILLE STAGEFIELD AHP|385||31.8166861111111|-85.6518166666667
AIRPORT|M73|AR|ALMYRA|ALMYRA MUNI|211|640|34.4124746388889|-91.4652946666667
AIRPORT|54AR|AR|ALTUS|WINFIELD AIRPARK|390||35.3928555555556|-93.7587055555556
AIRPORT|ADF|AR|ARKADELPHIA|DEXTER B FLORENCE MEMORIAL FIELD|181.5|164|34.0998055555556|-93.0660833333333
AIRPORT|41AR|AR|ARKADELPHIA|ASHWORTH|501||34.1233333333333|-93.3497222222222
AIRPORT|08AR|AR|ASHDOWN|GARRISON|329||33.7236111111111|-94.1452777777778
AIRPORT|CVK|AR|ASH FLAT|SHARP COUNTY RGNL|717.1|60|36.2648888888889|-91.5626666666667
HELIPORT|AR76|AR|AUGUSTA|AUGUSTA|212||35.2886966666667|-91.3584616666667
AIRPORT|M60|AR|AUGUSTA|WOODRUFF COUNTY|200|100|35.2719055555556|-91.2703305555556
AIRPORT|M74|AR|BALD KNOB|BALD KNOB MUNI|212|62|35.2994722222222|-91.5576944444445
AIRPORT|BVX|AR|BATESVILLE|BATESVILLE RGNL|465|398|35.7262222222222|-91.6474444444444
HELIPORT|AR24|AR|BATESVILLE|WHITE RIVER MEDICAL CENTER|360||35.7671194444444|-91.6354361111111
AIRPORT|1AR0|AR|BEEDEVILLE|BRECKENRIDGE|221|40|35.400725|-91.129375
AIRPORT|25AR|AR|BELLEVILLE|CEDAR CREEK RANCH|420||35.1334225|-93.4751872222222
AIRPORT|58AR|AR|BENTONVILLE|PRICE COFFEE AIRFIELD|1067||36.4058333333333|-94.1752777777778
AIRPORT|SUZ|AR|BENTON|SALINE COUNTY RGNL|389.4|1200|34.5903888888889|-92.4794444444444
HELIPORT|04AR|AR|BENTON|SALINE MEMORIAL HOSPITAL|430||34.5742444444444|-92.5860305555556
AIRPORT|VBT|AR|BENTONVILLE|BENTONVILLE MUNI/LOUISE M THADEN FIELD|1298|130|36.34525|-94.2193361111111
HELIPORT|27AR|AR|BENTONVILLE|NW MEDICAL OF BENTON|1277||36.3390111111111|-94.1904944444445
AIRPORT|4M1|AR|BERRYVILLE|CARROLL COUNTY|1205.5|51|36.3813333333333|-93.6245555555556
HELIPORT|AR41|AR|BERRYVILLE|CARROLL GENERAL HOSPITAL|1280||36.3592416666667|-93.5509027777778
HELIPORT|AR51|AR|BERRYVILLE|SMITH|1200||36.2239613888889|-93.5782444444444
AIRPORT|17A|AR|BERRYVILLE|TRIGGER GAP|1630||36.3277777777778|-93.6219444444444
AIRPORT|AR13|AR|BIGELOW|PEARSON FIELD|300|40|34.9861986111111|-92.6334958333333
AIRPORT|2AR8|AR|BLACK OAK|HICKMAN|258||35.8311055555556|-90.3704138888889
AIRPORT|BYH|AR|BLYTHEVILLE|ARKANSAS INTL|254.1|1100|35.9643333333333|-89.9439444444445
AIRPORT|HKA|AR|BLYTHEVILLE|BLYTHEVILLE MUNI|255.7|88|35.9404166666667|-89.8308055555556
HELIPORT|AR30|AR|BLYTHEVILLE|GREAT RIVER MEDICAL CENTER|254||35.9434166666667|-89.91775
AIRPORT|4M2|AR|BOONEVILLE|BOONEVILLE MUNI|467.8|207|35.1495263333333|-93.8633895555556
AIRPORT|15AR|AR|BRICKEYS|TAYLOR|220||34.8258611111111|-90.5433333333333
AIRPORT|M36|AR|BRINKLEY|FRANK FEDERER MEMORIAL|195.3|166|34.8802777777778|-91.1764444444444
AIRPORT|62AR|AR|BUSCH|BANKS RANCH|1061||36.4648138888889|-93.8692833333333
AIRPORT|12XS|AR|BUTLERVILLE|MC CROSKEY FIELD|253|20|34.9547|-91.837925
AIRPORT|3AR3|AR|CABOT|CYPRESS CREEK|280||35.0595805555556|-92.0820138888889
AIRPORT|3AR4|AR|CABOT|FOUR MILE CREEK RANCH|500||35.0056555555556|-92.0774444444444
AIRPORT|4AR1|AR|CABOT|SHURLEY FIELD|430||35.0412666666667|-92.1010166666667
AIRPORT|4AR2|AR|CABOT|RED OAK|315||34.91|-92.0066666666667
AIRPORT|73AR|AR|CABOT|DOGWOOD|280||35.0485222222222|-92.0537416666667
AIRPORT|37T|AR|CALICO ROCK|CALICO ROCK-IZARD COUNTY|733|60|36.1645277777778|-92.1444722222222
AIRPORT|CDH|AR|CAMDEN|HARRELL FIELD|129.6|1146|33.6228055555556|-92.7633888888889
HELIPORT|AR42|AR|CAMDEN|OUACHITA COUNTY MEDICAL CENTER|212||33.5765832222222|-92.8361973055556
AIRPORT|RBM|AR|CAMP ROBINSON/LITTLE ROCK|ROBINSON AAF/NG|587||34.85009|-92.3001513888889
AIRPORT|4M3|AR|CARLISLE|CARLISLE MUNI|240.8|640|34.8082222222222|-91.7121111111111
AIRPORT|6AR1|AR|CAVE SPRINGS|ELDER AIRSTRIP|1300|20|36.2779083333333|-94.1966
AIRPORT|2AR5|AR|CENTERTON|ASHMORE FIELD|1362||36.3830555555556|-94.2938888888889
AIRPORT|AR03|AR|CENTERVILLE|CENTERVILLE AIRSTRIP|350||35.1186972222222|-93.2015638888889
AIRPORT|28AR|AR|CHARLOTTE|HENLEY AERODROME|377||35.8333333333333|-91.4333333333333
GLIDERPORT|4AR5|AR|CHERRY VALLEY|LAWRENCE FIELD|284|104|35.3708333333333|-90.7505555555556
AIRPORT|AR05|AR|CHICKALA|JOHN HARRIS FIELD|1770||35.2159194444444|-93.3049
AIRPORT|4M8|AR|CLARENDON|CLARENDON MUNI|217|160|34.6465888888889|-91.3947166666667
AIRPORT|H35|AR|CLARKSVILLE|CLARKSVILLE MUNI|481|156|35.4706941666667|-93.427155
HELIPORT|AR02|AR|CLARKSVILLE|JOHNSON RGNL MEDICAL CENTER|491||35.4612027777778|-93.4453555555556
AIRPORT|CCA|AR|CLINTON|CLINTON MUNI|513.9|52|35.59775|-92.4515833333333
HELIPORT|31AR|AR|CLINTON|VAN BUREN COUNTY MEMORIAL HOSPITAL|700||35.559975|-92.4518
AIRPORT|2A2|AR|CLINTON|HOLLEY MOUNTAIN AIRPARK|1269|506|35.6507190277778|-92.4038129444444
AIRPORT|DRP|AR|COLT|DELTA RGNL|239|699|35.1200555555556|-90.8265
AIRPORT|7AR3|AR|COLT|RUNSICK FLYING SERVICE|250||35.1511111111111|-90.8155555555556
HELIPORT|4AR3|AR|CONWAY|CONWAY RGNL HEALTH SYSTEM|385||35.0854861111111|-92.4583111111111
AIRPORT|AR88|AR|CONWAY|"POE'S"|295||35.0548083333333|-92.3540427777778
AIRPORT|AR06|AR|CONWAY|CANTRELL FARMS|325||35.2325|-92.3433333333333
AIRPORT|CXW|AR|CONWAY|CANTRELL FLD|276.1|432|35.0198888888889|-92.5551111111111
HELIPORT|1AR3|AR|CONWAY|BAPTIST HEALTH MEDICAL CENTER CONWAY|283||35.0577833333333|-92.4191194444444
AIRPORT|4M9|AR|CORNING|CORNING MUNI|293.2|135|36.4042313888889|-90.6479263888889
AIRPORT|61AR|AR|COTTER|THE VALLEY|450||36.3084011111111|-92.5307177777778
AIRPORT|1AR1|AR|COY|WALLS|215||34.5271777777778|-91.8726638888889
AIRPORT|0AR2|AR|CRAWFORDSVILLE|MISSION FIELD-MAROTTI MEMORIAL|217|20|35.2667544444444|-90.3500991666667
AIRPORT|CRT|AR|CROSSETT|Z M JACK STELL FIELD|183.5|126|33.1783333333333|-91.8801944444444
HELIPORT|AR07|AR|CROSSETT|ASHLEY COUNTY HOSPITAL|164||33.1417861111111|-91.9334638888889
HELIPORT|50AR|AR|DANVILLE|JOHN ED CHAMBERS MEMORIAL HOSPITAL|340||35.0546333333333|-93.3829888888889
AIRPORT|32A|AR|DANVILLE|DANVILLE MUNI|392.5|150|35.0869444444444|-93.4275277777778
HELIPORT|AR32|AR|DARDANELLE|DARDANELLE HOSPITAL|320||35.2209183333333|-93.152675
AIRPORT|5M5|AR|DECATUR|CRYSTAL LAKE|1177.8|55|36.3436111111111|-94.4448333333333
AIRPORT|DEQ|AR|DE QUEEN|J LYNN HELMS SEVIER COUNTY|354.8|85|34.047|-94.3993611111111
HELIPORT|01AR|AR|DE QUEEN|COMMUNITY HOSPITAL OF DE QUEEN|400||34.0476861111111|-94.35375
AIRPORT|4M5|AR|DERMOTT|DERMOTT MUNI|135|20|33.4879533333333|-91.4426113888889
AIRPORT|1AR2|AR|DES ARC|TAYLOR AIRSTRIP|208|10|34.9867833333333|-91.5503
HELIPORT|AR59|AR|DE WITT|DE WITT HOSPITAL|190||34.2788083333333|-91.3386277777778
AIRPORT|5M1|AR|DE WITT|DE WITT MUNICIPAL AIRPORT WHITCOMB FIELD|188.8|79|34.2622777777778|-91.3075
AIRPORT|49AR|AR|DE WITT|"SID'S PLACE"|194||34.2144444444444|-91.4577777777778
AIRPORT|AR89|AR|DOVER|LANDERS LOOP|730|80|35.4000819444444|-93.0660061111111
AIRPORT|0M0|AR|DUMAS|BILLY FREE MUNI|164.2|73|33.8845277777778|-91.5342777777778
AIRPORT|63AR|AR|EARLE|STOKES|212|17|35.2514763888889|-90.4598244444445
AIRPORT|7AR7|AR|ELAINE|RIDDELL FIELD|169||34.3211972222222|-90.8576694444444
AIRPORT|F43|AR|EL DORADO|EL DORADO DOWNTOWN-STEVENS FIELD|256|88|33.19125|-92.6632222222222
HELIPORT|AR47|AR|EL DORADO|WARNER BROWN HOSPITAL|212||33.2138666666667|-92.6683388888889
HELIPORT|AR48|AR|EL DORADO|UNION MEDICAL CENTER|265|3|33.2145738888889|-92.6679341666667
AIRPORT|ELD|AR|EL DORADO|SOUTH ARKANSAS RGNL AT GOODWIN FIELD|276.8|1540|33.2212378055556|-92.8117488888889
AIRPORT|6AR0|AR|EL PASO|CYPRESS CREEK AIRPARK|270||35.0605558333333|-92.116111
AIRPORT|17AR|AR|ENGLAND|BREDLOW FARM|236|5|34.5530555555556|-92.0913888888889
AIRPORT|7AR1|AR|EUDORA|"WARD'S"|113||33.0500666666667|-91.3407305555556
HELIPORT|0AR9|AR|EUREKA SPRINGS|EUREKA SPRINGS HOSPITAL|1540||36.4001361111111|-93.7436777777778
ULTRALIGHT|AR08|AR|EUREKA SPRINGS|FLYING MACHINES AIRSTRIP|1150||36.3153472222222|-93.6665777777778
AIRPORT|55AR|AR|EUREKA SPRINGS|SILVER WINGS FIELD|1571|72|36.4297222222222|-93.6955555555556
AIRPORT|7AR0|AR|EUREKA SPRINGS|HAMMER FIELD|1600|50|36.4314444444444|-93.6993055555556
AIRPORT|18AR|AR|EUREKA SPRINGS|BUCK MOUNTAIN|1450|25|36.3441666666667|-93.8316666666667
AIRPORT|FYV|AR|FAYETTEVILLE|DRAKE FIELD|1252|631|36.0050833333333|-94.1700555555556
AIRPORT|XNA|AR|FAYETTEVILLE/SPRINGDALE/ROGERS|NORTHWEST ARKANSAS RGNL|1288.2|2184|36.2815791666667|-94.3077655555556
AIRPORT|67AR|AR|FAYETTEVILLE|WEDINGTON WOODS|1090||36.0977777777778|-94.3075
HELIPORT|AR49|AR|FAYETTEVILLE|VETERANS ADMINISTRATION|1453|1|36.0792458333333|-94.1590927777778
HELIPORT|4AR8|AR|FAYETTEVILLE|WASHINGTON RGNL LANDING|1292||36.1082|-94.1587666666667
AIRPORT|48AR|AR|FISHER|WHIRLWIND AVIATION|240||35.48375|-90.8409027777778
AIRPORT|FLP|AR|FLIPPIN|MARION COUNTY RGNL|719.9|80|36.2908888888889|-92.59025
AIRPORT|45AR|AR|FLIPPIN|THUNDER RIDGE RANCH|789||36.36725|-92.6402222222222
AIRPORT|6AR9|AR|FLIPPIN|PINE MOUNTAIN AIRPARK|880||36.4152777777778|-92.6944444444444
AIRPORT|5M4|AR|FORDYCE|FORDYCE MUNI|193|109|33.8457922222222|-92.3655288888889
HELIPORT|7AR5|AR|FORDYCE|DALLAS COUNTY MEDICAL CENTER|300||33.8112638888889|-92.4247416666667
AIRPORT|FCY|AR|FORREST CITY|HUTFLY-FCY|249.2|80|34.9419980555556|-90.7749661111111
HELIPORT|AR72|AR|FORREST CITY|FORREST CITY MEDICAL CENTER|350||35.0390638888889|-90.7771611111111
AIRPORT|AZU|AR|FORT CHAFFEE|ARROWHEAD ASSAULT STRIP|785|35|35.2750916666667|-94.2252094444444
AIRPORT|FSM|AR|FORT SMITH|FORT SMITH RGNL|469|1359|35.3365833333333|-94.3674444444444
HELIPORT|AR21|AR|FORT SMITH|ST EDWARD MERCY MEDICAL CENTER|454||35.35375|-94.3520527777778
HELIPORT|AR40|AR|FORT SMITH|SPARKS RGNL MEDICAL CENTER|460||35.3731583333333|-94.4193333333333
AIRPORT|40AR|AR|GARFIELD|LOST BRIDGE VILLAGE|1440|33|36.3965722222222|-93.9097861111111
AIRPORT|1AR5|AR|GENTRY|CHEROKEE STRIP|1194||36.2994444444444|-94.5847222222222
AIRPORT|70AR|AR|GOSNELL|RANDAL FIELD|242||35.9945152777778|-89.9973113888889
HELIPORT|0AR4|AR|GRAVETTE|OZARKS COMMUNITY HOSPITAL|1204||36.4092777777778|-94.4600555555556
AIRPORT|AR09|AR|GRAVETTE|BELLA VISTA FIELD|1200|10|36.4138888888889|-94.4388888888889
AIRPORT|12A|AR|GREENBRIER|ARKAVALLEY|329|52|35.1775296111111|-92.3350669722222
AIRPORT|52AR|AR|GREENBRIER|"IRA'S AIRSTRIP"|590||35.2800805555556|-92.2415388888889
AIRPORT|1AR6|AR|GREERS FERRY|DIAMOND BLUFF|1000||35.5033277777778|-92.1967083333333
AIRPORT|7AR2|AR|GREERS FERRY|"VERSER'S LANDING"|610||35.5572|-92.1321
AIRPORT|33AR|AR|GREERS FERRY|SKYPOINT ESTATES|547||35.6022222222222|-92.1425
AIRPORT|30AR|AR|GREERS FERRY|PHALANX|584||35.5443611111111|-92.0561666666667
AIRPORT|36AR|AR|GREGORY|DAVID STANLEY MEMORIAL|200||35.2063888888889|-91.3188888888889
AIRPORT|94AR|AR|GREGORY|GALLOWAY FARMS|195||35.1563833333333|-91.3318805555556
AIRPORT|3AR5|AR|GRIFFITHVILLE|TRIPP STRIP|210||35.1178638888889|-91.6118833333333
AIRPORT|5M8|AR|GURDON|GURDON LOWE FIELD|229|120|33.9237777777778|-93.1681388888889
AIRPORT|20AR|AR|GUY|RAK|660||35.3078583333333|-92.3201527777778
AIRPORT|0R6|AR|HAMPTON|HAMPTON MUNI|178|34|33.5226111111111|-92.4602777777778
AIRPORT|HRO|AR|HARRISON|BOONE COUNTY|1364.5|425|36.2615205555556|-93.1547288888889
HELIPORT|AR80|AR|HARRISON|NORTH ARKANSAS MEDICAL CENTER|1150||36.23646|-93.1093430555556
AIRPORT|3AR2|AR|HARRISON|RIDGEWAY FIELD|1400|80|36.3200666666667|-93.2015666666667
AIRPORT|6M0|AR|HAZEN|HAZEN MUNI|230|480|34.7592138888889|-91.6380458333333
AIRPORT|AR10|AR|HAZEN|GREENWALT COMPANY|232|4|34.8066666666667|-91.6083333333333
AIRPORT|21AR|AR|HAZEN|SKARDA/TOLLVILLE|218||34.7175916666667|-91.5390194444444
AIRPORT|3AR8|AR|HEBER SPRINGS|RIVER ACRES|260||35.4667461111111|-91.9668136111111
HELIPORT|6AR4|AR|HEBER SPRINGS|BAPTIST HEALTH MEDICAL CENTER-HEBER SPRINGS|538||35.5048888888889|-91.9976944444444
AIRPORT|HBZ|AR|HEBER SPRINGS|HEBER SPRINGS MUNI|632.3|88|35.5116938888889|-92.0130094444444
AIRPORT|HEE|AR|HELENA/WEST HELENA|THOMPSON-ROBBINS|241.7|610|34.5765|-90.6758888888889
HELIPORT|AR77|AR|HELENA|HELENA HOSPITAL|215||34.5098247222222|-90.6262177777778
AIRPORT|75AR|AR|HENDERSON|THE BLUFFS|782|17|36.2961780555556|-92.2159886111111
AIRPORT|06AR|AR|HIGDEN|BONDAIR|499|4|35.5445219444444|-92.1848744444444
HELIPORT|2AR9|AR|HOLIDAY ISLAND|ISLAND HEALTH CLINIC|1547||36.4552777777778|-93.7193583333333
AIRPORT|2A6|AR|HOLLY GROVE|HOLLY GROVE MUNI|176|67|34.5824444444444|-91.1652222222222
AIRPORT|M18|AR|HOPE|HOPE MUNI|359.2|1575|33.7199811388889|-93.6589037222222
HELIPORT|1AR7|AR|HOPE|WADLEY RGNL MEDICAL CENTER AT HOPE|375||33.64845|-93.5850388888889
AIRPORT|6M2|AR|HORSESHOE BEND|HORSESHOE BEND|781.8|115|36.2213613888889|-91.7554738888889
HELIPORT|11AR|AR|HOT SPRINGS|CHI ST. VINCENT HOSPITAL HOT SPRINGS|558||34.46885|-93.0657666666667
HELIPORT|0AR6|AR|HOT SPRINGS|AMI NATIONAL PARK MEDICAL CENTER|547||34.4861444444444|-93.036575
AIRPORT|77AR|AR|HOT SPRINGS|BENOIT AIRFIELD|490||34.5975|-92.9369444444444
AIRPORT|HOT|AR|HOT SPRINGS|MEMORIAL FIELD|540.3|844|34.4780277777778|-93.0962222222222
AIRPORT|H34|AR|HUNTSVILLE|HUNTSVILLE MUNI|1747.9|70|36.0780555555556|-93.7550277777778
AIRPORT|79AR|AR|JACKSONVILLE|FRANKE FIELD|263|40|34.8528669444444|-92.0481994444444
AIRPORT|LRF|AR|JACKSONVILLE|LITTLE ROCK AFB|310||34.9175121111111|-92.1450010277778
HELIPORT|22AR|AR|JOHNSON|"WILLOW CREEK WOMEN'S HOSPITAL"|1194||36.135|-94.1852777777778
AIRPORT|JBR|AR|JONESBORO|JONESBORO MUNI|262|1000|35.8317222222222|-90.6464166666667
HELIPORT|AR60|AR|JONESBORO|NEA BAPTIST HOSPITAL|260||35.8076|-90.6664666666667
HELIPORT|0AR5|AR|JONESBORO|RGNL MEDICAL CENTER|382||35.8359444444444|-90.7017305555556
AIRPORT|23AR|AR|JONESBORO|CLASSIC AIRSTRIP|260|28|35.8258888888889|-90.5471944444445
AIRPORT|7AR6|AR|JONESBORO|RBC|261||35.7957944444444|-90.802375
AIRPORT|05AR|AR|KINGSTON|OZARK SKIES AIRPARK|1900||36.0006333333333|-93.57025
AIRPORT|3M0|AR|LAKEVIEW|GASTONS|479|16|36.3490555555556|-92.5558055555556
AIRPORT|M32|AR|LAKE VILLAGE|LAKE VILLAGE MUNI|126.1|50|33.3465277777778|-91.3155555555556
HELIPORT|AR61|AR|LAKE VILLAGE|CHICOT MEMORIAL HOSPITAL|125||33.3053333333333|-91.2891666666667
AIRPORT|68AR|AR|LINCOLN|LUGINBUEL HEE HAW|1425||35.9340944444444|-94.415925
AIRPORT|LIT|AR|LITTLE ROCK|BILL AND HILLARY CLINTON NATIONAL/ADAMS FIELD|266|2000|34.7294444444444|-92.2247777777778
HELIPORT|AR29|AR|LITTLE ROCK|UAMS BRAVO PAD|360||34.7504472222222|-92.3406861111111
HELIPORT|5AR5|AR|LITTLE ROCK|MED FLIGHT|540||34.7475919444444|-92.36682
HELIPORT|AR45|AR|LITTLE ROCK|ST VINCENT INFIRMARY|435||34.7506475|-92.3407077777778
HELIPORT|5AR6|AR|LITTLE ROCK|SOUTHWEST HOSPITAL|344||34.6571527777778|-92.4043388888889
HELIPORT|6AR3|AR|LITTLE ROCK|UAMS ALPHA PAD|561|32|34.7490194444444|-92.3201333333333
HELIPORT|6AR7|AR|LITTLE ROCK|ARKANSAS HEART HOSPITAL|511||34.739525|-92.3927388888889
AIRPORT|3AR6|AR|LITTLE ROCK|CRYSTAL RIDGE|505|16|34.7275777777778|-92.5168388888889
HELIPORT|AR62|AR|LITTLE ROCK|"ARKANSAS CHILDREN'S HOSPITAL"|442|1|34.7429166666667|-92.2936666666667
HELIPORT|56AR|AR|LITTLE ROCK|LITTLE ROCK POLICE DEPT.|283||34.6408833333333|-92.30435
AIRPORT|1AR9|AR|LONOKE|COUNTRY AIR ESTATES|250|250|34.8138888888889|-92
AIRPORT|2AR0|AR|LONOKE|BULLY HENRY|245|60|34.8681166666667|-91.9742527777778
AIRPORT|39AR|AR|LONOKE|BRYAN FIELD|253||34.9115972222222|-91.8370833333333
AIRPORT|AR91|AR|LOWELL|CIRCLE S FARMS|1200|28|36.2259088888889|-94.0321444444444
AIRPORT|3AR7|AR|LOWELL|TAYLOR FIELD|1315|7|36.2647388888889|-94.1654166666667
AIRPORT|24AR|AR|LUNDELL|GRIFFIN AG|160||34.1980555555556|-90.9527777777778
AIRPORT|AGO|AR|MAGNOLIA|RALPH C WEISER FIELD|319.4|272|33.2274722222222|-93.217
HELIPORT|09AR|AR|MAGNOLIA|MAGNOLIA RGNL MEDICAL CENTER|310||33.2739444444444|-93.2397638888889
AIRPORT|M78|AR|MALVERN|MALVERN MUNI|538|114|34.3333158333333|-92.7614994444444
HELIPORT|03AR|AR|MALVERN|HSCMH|350||34.358|-92.7860638888889
AIRPORT|MXA|AR|MANILA|MANILA MUNI|242.5|630|35.8944444444444|-90.1545833333333
AIRPORT|1AR4|AR|MARBLE|MCALISTER AIRPARK|1300||36.1622222222222|-93.6072222222222
AIRPORT|3AR0|AR|MARIANNA|FROST FLYING INC|240||34.8222777777778|-90.8469444444444
AIRPORT|6M7|AR|MARIANNA|MARIANNA/LEE COUNTY-STEVE EDWARDS FIELD|219.1|55|34.78275|-90.8099722222222
AIRPORT|6M8|AR|MARKED TREE|MARKED TREE MUNI|219|52|35.5330902777778|-90.4000888888889
AIRPORT|34AR|AR|MARKED TREE|WOODBRIDGE FIELD|215||35.5811111111111|-90.3852777777778
AIRPORT|4A5|AR|MARSHALL|SEARCY COUNTY|963.6|129|35.8986944444444|-92.6563333333333
AIRPORT|12AR|AR|MARVELL|GIBBONS|178||34.5154444444444|-90.9737222222222
AIRPORT|AR34|AR|MAYFLOWER|PINE VILLAGE|610||34.9820319444444|-92.4451569444444
AIRPORT|AR46|AR|MC CRORY|PENROSE|220|6|35.1892552777778|-91.0484538888889
AIRPORT|7M0|AR|MC CRORY|MC CRORY/MORTON|222|17|35.2284166666667|-91.0931666666667
AIRPORT|7M1|AR|MC GEHEE|MC GEHEE MUNI|141|82|33.6202211111111|-91.3648405555555
HELIPORT|AR63|AR|MC GEHEE|MC GEHEE DESHA COUNTY HOSPITAL|140||33.6179972222222|-91.3930361111111
AIRPORT|42A|AR|MELBOURNE|MELBOURNE MUNI - JOHN E MILLER FIELD|734.8|130|36.0709722222222|-91.8301388888889
ULTRALIGHT|47AR|AR|MELBOURNE|MABRY FIELD|550||36.0436111111111|-91.9438888888889
AIRPORT|MEZ|AR|MENA|MENA INTERMOUNTAIN MUNI|1079.9|667|34.5453888888889|-94.2026388888889
AIRPORT|2AR6|AR|MINERAL SPRINGS|GLENN WINCHESTER|365|55|33.881755|-93.9284652777778
AIRPORT|LLQ|AR|MONTICELLO|MONTICELLO MUNI/ELLIS FIELD|267.8|385|33.6385555555556|-91.751
HELIPORT|AR85|AR|MONTICELLO|DREW MEMORIAL HOSPITAL|296||33.6104944444444|-91.8177027777778
AIRPORT|BDQ|AR|MORRILTON|MORRILTON MUNI|321|122|35.1361952777778|-92.7134972222222
AIRPORT|AR43|AR|MORRILTON|BRICKEY PVT|320|39|35.1000852777778|-92.7834994444444
HELIPORT|AR65|AR|MORRILTON|"ST ANTHONY'S MEDICAL CENTER"|400||35.1673472222222|-92.7221805555556
AIRPORT|07AR|AR|MORRILTON|MORRILTON|300|16|35.1945275|-92.8001661111111
AIRPORT|MPJ|AR|MORRILTON|PETIT JEAN PARK|923|148|35.1388333333333|-92.9091944444444
AIRPORT|BPK|AR|MOUNTAIN HOME|BAXTER COUNTY|927.9|346|36.3689419444444|-92.4705280555556
